,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
1013,Dr. Anirban Biswas,Diabetologist,20,Delhi,CR Park,90% ,86,1000,"MBBS, MD - General Medicine, Fellowship in Non-Invasive Cardiology (FIC)"
1014,Dr. Chandresh Gupta,Laparoscopic Surgeon,17,Delhi,Shalimar Bagh,100% ,2,800,"MBBS, MS - General Surgery"
1015,Dr. Ashish Sachan,GastroIntestinal Surgeon,11,Delhi,Dilshad Garden,100% ,62,800,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery"
1016,Ms. Neha Agarwal,Dietitian/Nutritionist,19,Delhi,Subhash Nagar,96% ,114,500,M.Sc. - Home Science (Food & Nutrition)
1017,Dr. Divya Bansal,Hematologist,19,Delhi,Dwarka Sector 6,N/A,N/A,1100,"MBBS, DNB - Pediatrics, DM - Clinical Haematology"
1018,Dr. Yogita Parashar,Gynecologist/Obstetrician,18,Delhi,Dwarka Sector 6,97% ,74,900,"MBBS, DGO, DNB - Obstetrics & Gynecology"
1019,Dr. Gaurav Rastogi,Orthopedist,15,Delhi,Dwarka Sector 6,100% ,5,900,"MBBS, MS - Orthopaedics"
1020,Dr. Rohit Yadav,Dentist,10,Delhi,Dwarka Sector 23,100% ,116,300,"BDS, MDS - Oral & Maxillofacial Surgery"
1021,Dr. Saakshi Dhingra   (Physiotherapist),Physiotherapist,16,Delhi,CR Park,99% ,158,700,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy"
1022,Dr. Nidhi Bansal Gupta,Gynecologist/Obstetrician,12,Delhi,Prashant Vihar,100% ,50,600,"MBBS, MS - Obstetrics & Gynaecology"
1023,Dr. Anjana Kalia,Dietitian/Nutritionist,21,Delhi,Dwarka,99% ,124,1000,"BAMS, Fellowship in Applied Nutrition(FAN)"
1024,Dr. Rahul Sekhri   (Physiotherapist),Physiotherapist,13,Delhi,Preet Vihar,97% ,54,500,"BPTh/BPT, Diploma in Diet and Nutrition"
1025,Dr. L.N. Taneja,Pediatrician,39,Delhi,Patparganj,100% ,N/A,1000,"MD - Pediatrics, MBBS"
1026,Dr. Hirday Kapoor,Gynecologist/Obstetrician,30,Delhi,Punjabi Bagh,78% ,5,1000,"MBBS, DGO, DNB - Obstetrics & Gynecology"
1027,Dr. Sarita Gulati,Cardiologist,30,Delhi,Dwarka Sector 6,37% ,13,1100,"MBBS, DM - Cardiology"
1028,Dr. Samanjoy Mukherjee,Cardiologist,31,Delhi,Dwarka Sector 6,N/A,N/A,1100,"MBBS, MD - General Medicine, DM - Cardiology"
1029,Dr. Sudhanshu Pandey,Ayurveda,13,Delhi,Laxmi Nagar,94% ,9,700,BAMS
